DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit,StructuralIntegrity,ExteriorCharm,Downpayment,LoanAmount,MonthlyPayment,AffordableDwelling
858,200000.0,Meadowlands,Nighthaven,1607.0,10382.0,sqft,6,Common,40000.0,160000.0,763.8644727447262,0
859,80000.0,GnomeBurough,Petalbridge,1353.0,10818.0,sqft,4,Common,16000.0,64000.0,305.54578909789046,1
860,460000.0,Meadowlands,Silverglen,2146.0,12539.0,sqft,5,Enchanting,92000.0,368000.0,1756.88828731287,0
861,68500.0,GnomeBurough,Stormwatch,399.0,6324.0,sqft,6,Common,13700.0,54800.0,261.6235819150687,1
862,147500.0,Meadowlands,Dragonspire,1169.0,12144.0,sqft,6,Common,29500.0,118000.0,563.3500486492355,1
863,108000.0,Meadowlands,Emberfall,729.0,8978.0,sqft,5,Common,21600.0,86400.0,412.48681528215207,1
864,159900.0,Meadowlands,Shadowmere,886.0,10546.9852521299,sqft,5,Common,31980.0,127920.0,610.7096459594085,1
865,127000.0,Meadowlands,Dragonspire,851.0,8050.0,sqft,6,Common,25400.0,101600.0,485.0539401929011,1
866,164500.0,AetherIsles,Wyverncliff,941.0,3951.0,sqft,5,Gleaming,32900.0,131600.0,628.2785288325372,1
867,155000.0,Meadowlands,Shadowmere,865.0,8536.0,sqft,5,Common,31000.0,124000.0,591.9949663771628,1
868,172000.0,Meadowlands,Dragonspire,958.0,12700.0,sqft,5,Common,34400.0,137600.0,656.9234465604644,1
869,125000.0,Meadowlands,Brightforge,578.0,7175.0,sqft,5,Common,25000.0,100000.0,477.4152954654538,1
870,155000.0,Meadowlands,Thornfield,979.0,14680.0,sqft,4,Common,31000.0,124000.0,591.9949663771628,1
871,143000.0,Meadowlands,Cloudrest,1119.0,2308.0,sqft,6,Common,28600.0,114400.0,546.1630980124793,1
872,322500.0,Meadowlands,Glimmerwood,1986.0,11002.0,sqft,5,Gleaming,64500.0,258000.0,1231.7314623008708,0
873,124500.0,Meadowlands,Dragonspire,678.0,13008.0,sqft,5,Common,24900.0,99600.0,475.505634283592,1
874,130000.0,Meadowlands,Dragonspire,664.0,7130.0,sqft,6,Common,26000.0,104000.0,496.5119072840719,1
875,335000.0,Meadowlands,Ravenstone,1937.0,26178.0,sqft,5,Gleaming,67000.0,268000.0,1279.4729918474163,0
876,327000.0,Meadowlands,Glimmerwood,2066.0,12720.0,sqft,5,Gleaming,65400.0,261600.0,1248.9184129376272,0
877,211000.0,Meadowlands,Duskwood,1498.0,7875.0,sqft,5,Gleaming,42200.0,168800.0,805.8770187456862,0
878,142500.0,Meadowlands,Emberfall,814.0,9000.0,sqft,6,Common,28500.0,114000.0,544.2534368306174,1
879,125000.0,Meadowlands,Shadowmere,837.0,7440.0,sqft,6,Common,25000.0,100000.0,477.4152954654538,1
880,135000.0,Meadowlands,Dragonspire,806.0,10152.0,sqft,5,Common,27000.0,108000.0,515.6085191026901,1
881,180500.0,Meadowlands,Duskwood,1109.0,11851.0,sqft,5,Common,36100.0,144400.0,689.3876866521153,1
882,62383.0,Meadowlands,Emberfall,664.0,8281.0,sqft,5,Common,12476.6,49906.4,238.26078701617124,1
883,76500.0,Meadowlands,Dragonspire,664.0,7038.0,sqft,6,Common,15300.0,61200.0,292.1781608248577,1
884,163000.0,Meadowlands,Emberfall,1107.0,11227.0,sqft,5,Common,32600.0,130400.0,622.5495452869518,1
885,139600.0,Meadowlands,Shadowmere,1333.0,13680.0,sqft,5,Common,27920.0,111680.0,533.1774019758188,1
886,180000.0,Meadowlands,Duskwood,1160.0,7875.0,sqft,5,Gleaming,36000.0,144000.0,687.4780254702536,1
887,222500.0,Meadowlands,Sunspire,1562.0,11404.0,sqft,5,Gleaming,44500.0,178000.0,849.7992259285079,0
888,170000.0,Meadowlands,Nighthaven,1476.0,10192.0,sqft,6,Common,34000.0,136000.0,649.2848018330171,1
889,199900.0,AetherIsles,Wyverncliff,954.0,4274.0,sqft,5,Gleaming,39980.0,159920.0,763.4825405083537,0
890,147000.0,GnomeBurough,Mystvale,1033.0,10690.0,sqft,7,Common,29400.0,117600.0,561.4403874673737,1
891,203.0,Meadowlands,Brightforge,1163.0,0.10141,sqft,5,Gleaming,40.6,162.4,0.775322439835897,1
892,492000.0,Meadowlands,Silverglen,2043.0,13641.0,sqft,5,Enchanting,98400.0,393600.0,1879.1066029520262,0
893,195000.0,Meadowlands,Sunspire,1276.0,8935.0,sqft,5,Gleaming,39000.0,156000.0,744.7678609261079,1
894,285000.0,Meadowlands,Crystalhollow,1386.0,9892.0,sqft,5,Gleaming,57000.0,228000.0,1088.5068736612347,0
895,140000.0,Meadowlands,Crystalhollow,719.0,6710.0,sqft,5,Common,28000.0,112000.0,534.7051309213083,1
896,155000.0,AetherIsles,Wyverncliff,1089.0,2572.0,sqft,5,Gleaming,31000.0,124000.0,591.9949663771628,1
897,200000.0,GnomeBurough,Oakenshade,784.0,3907.0,sqft,5,Common,40000.0,160000.0,763.8644727447262,0
898,138000.0,Meadowlands,Thornfield,1233.0,9650.0,sqft,3,Common,27600.0,110400.0,527.0664861938609,1
899,98000.0,GnomeBurough,Wolfsbane,839.0,1477.0,sqft,9,Common,19600.0,78400.0,374.29359164491586,1
900,132000.0,Meadowlands,Dragonspire,975.0,7800.0,sqft,6,Common,26400.0,105600.0,504.1505520115192,1
901,105000.0,GnomeBurough,Petalbridge,1056.0,5400.0,sqft,6,Modest,21000.0,84000.0,401.02884819098114,1
902,171500.0,Meadowlands,Brightforge,1330.0,7703.0,sqft,6,Gleaming,34300.0,137200.0,655.0137853786027,1
903,220000.0,Meadowlands,Brightforge,1506.0,9317.0,sqft,5,Gleaming,44000.0,176000.0,840.2509200191988,0
904,100000.0,Meadowlands,Dragonspire,686.0,7150.0,sqft,5,Common,20000.0,80000.0,381.9322363723631,1
905,200500.0,Meadowlands,Sunspire,1293.0,8750.0,sqft,5,Common,40100.0,160400.0,765.774133926588,0
906,142500.0,Meadowlands,Crystalhollow,771.0,7937.0,sqft,6,Common,28500.0,114000.0,544.2534368306174,1
907,387000.0,Meadowlands,Riverbend,1449.0,15401.0,sqft,5,Enchanting,77400.0,309600.0,1478.0777547610448,0
908,221370.0,Meadowlands,Silverglen,1018.0,6240.0,sqft,5,Gleaming,44274.0,177096.0,845.4833916575002,0
909,240000.0,Meadowlands,Duskwood,1284.0,14859.0,sqft,5,Gleaming,48000.0,192000.0,916.6373672936713,0
910,213250.0,Meadowlands,Nighthaven,1292.0,10140.0,sqft,5,Gleaming,42650.0,170600.0,814.4704940640643,0
911,184000.0,Meadowlands,Duskwood,1146.0,15384.0,sqft,5,Gleaming,36800.0,147200.0,702.755314925148,1
912,190000.0,Meadowlands,Duskwood,896.0,9587.0,sqft,5,Gleaming,38000.0,152000.0,725.6712491074898,1
913,82000.0,GnomeBurough,Mystvale,415.0,8154.0,sqft,5,Common,16400.0,65600.0,313.1844338253377,1
914,284000.0,Meadowlands,Silverglen,1253.0,10655.0,sqft,5,Gleaming,56800.0,227200.0,1084.687551297511,0
915,226700.0,AetherIsles,Wyverncliff,1359.0,9803.0,sqft,5,Gleaming,45340.0,181360.0,865.8403798561471,0
916,212109.0,AetherIsles,Wyverncliff,1221.0,10411.0,sqft,5,Gleaming,42421.8,169687.2,810.1126472470555,0
917,150750.0,Meadowlands,Dragonspire,664.0,7388.0,sqft,6,Common,30150.0,120600.0,575.7628463313373,1
918,163000.0,Meadowlands,Dragonspire,969.0,9120.0,sqft,6,Common,32600.0,130400.0,622.5495452869518,1
919,123000.0,GnomeBurough,Stormwatch,664.0,6240.0,sqft,7,Common,24600.0,98400.0,469.77665073800654,1
920,143000.0,GnomeBurough,Petalbridge,1139.0,9000.0,sqft,9,Common,28600.0,114400.0,546.1630980124793,1
921,115000.0,Meadowlands,Duskwood,1133.0,31220.0,sqft,2,Common,23000.0,92000.0,439.2220718282175,1
922,135000.0,Meadowlands,Dragonspire,844.0,7390.0,sqft,7,Common,27000.0,108000.0,515.6085191026901,1
923,215000.0,Meadowlands,Dreamweaver,664.0,3196.0,sqft,5,Gleaming,43000.0,172000.0,821.1543082005807,0
924,133500.0,Meadowlands,Shadowmere,803.0,6285.0,sqft,6,Common,26700.0,106800.0,509.8795355571046,1
925,212900.0,Meadowlands,Sunspire,1193.0,10084.0,sqft,5,Gleaming,42580.0,170320.0,813.1337312367609,0
926,131000.0,Meadowlands,Sunspire,687.0,11800.0,sqft,5,Common,26200.0,104800.0,500.3312296477957,1
927,125000.0,Meadowlands,Shadowmere,590.0,8172.0,sqft,5,Common,25000.0,100000.0,477.4152954654538,1
928,230000.0,Meadowlands,Thornfield,1166.0,11435.0,sqft,7,Common,46000.0,184000.0,878.444143656435,0
929,282000.0,Meadowlands,Ravenstone,1478.0,11305.0,sqft,5,Gleaming,56400.0,225600.0,1077.0489065700638,0
930,112900.0,Meadowlands,Dragonspire,796.0,7584.0,sqft,5,Common,22580.0,90320.0,431.20149486439783,1
931,164500.0,Meadowlands,Emberfall,1015.0,11777.0,sqft,6,Common,32900.0,131600.0,628.2785288325372,1
932,79000.0,Meadowlands,Shadowmere,595.0,4270.0,sqft,6,Common,15800.0,63200.0,301.7264667341668,1
933,166800.0,Meadowlands,Dragonspire,1207.0,13200.0,sqft,6,Common,33360.0,133440.0,637.0629702691015,1
934,125600.0,Meadowlands,Shadowmere,829.0,5190.0,sqft,5,Common,25120.0,100480.0,479.70688888368795,1
935,202500.0,Meadowlands,Silverglen,1053.0,6442.0,sqft,5,Gleaming,40500.0,162000.0,773.4127786540352,0
936,275000.0,Meadowlands,Silverglen,1306.0,11520.0,sqft,5,Gleaming,55000.0,220000.0,1050.3136500239984,0
937,244400.0,Meadowlands,Windwhisper,1848.0,24090.0,sqft,7,Common,48880.0,195520.0,933.4423856940554,0
938,169985.0,Meadowlands,Duskwood,1147.0,10237.0,sqft,5,Gleaming,33997.0,135988.0,649.2275119975612,1
939,230348.0,AetherIsles,Wyverncliff,936.0,7500.0,sqft,5,Gleaming,46069.600000000006,184278.4,879.7732678390109,0
940,91000.0,GnomeBurough,Wolfsbane,759.0,1596.0,sqft,5,Common,18200.0,72800.0,347.55833509885036,1
941,107500.0,Meadowlands,Dragonspire,636.0,7200.0,sqft,7,Common,21500.0,86000.0,410.57715410029033,1
942,139900.0,Meadowlands,Dragonspire,1093.0,12342.0,sqft,5,Common,27980.0,111920.0,534.3231986849358,1
943,233170.0,Meadowlands,Silverglen,1155.0,9541.0,sqft,5,Gleaming,46634.0,186536.0,890.5513955494391,0
944,137500.0,Meadowlands,Shadowmere,908.0,10012.0,sqft,5,Common,27500.0,110000.0,525.1568250119992,1
945,132500.0,Meadowlands,Dragonspire,883.0,7931.0,sqft,5,Common,26500.0,106000.0,506.06021319338106,1
946,285000.0,AetherIsles,Wyverncliff,1007.0,4538.0,sqft,5,Gleaming,57000.0,228000.0,1088.5068736612347,0
947,135000.0,Meadowlands,Shadowmere,945.0,17140.0,sqft,6,Common,27000.0,108000.0,515.6085191026901,1
948,118500.0,Meadowlands,Emberfall,791.0,7943.0,sqft,5,Common,23700.0,94800.0,452.58970010125023,1
949,90000.0,Meadowlands,Dragonspire,799.0,7200.0,sqft,5,Common,18000.0,72000.0,343.7390127351268,1
950,172000.0,Meadowlands,Brightforge,1075.0,7175.0,sqft,5,Gleaming,34400.0,137600.0,656.9234465604644,1
951,93000.0,Meadowlands,Shadowmere,864.0,8335.0,sqft,5,Common,18600.0,74400.0,355.19697982629765,1
952,95000.0,GnomeBurough,Petalbridge,830.0,5914.0,sqft,9,Common,19000.0,76000.0,362.8356245537449,1
953,336860.0,Meadowlands,Silverglen,1435.0,10110.0,sqft,5,Enchanting,67372.0,269488.0,1286.5769314439422,0
954,225000.0,Meadowlands,Sunspire,1241.0,9316.0,sqft,5,Gleaming,45000.0,180000.0,859.3475318378167,0
955,119500.0,GnomeBurough,Wolfsbane,726.0,2394.0,sqft,6,Common,23900.0,95600.0,456.4090224649739,1
956,394617.0,Meadowlands,Silverglen,1486.0,12444.0,sqft,5,Enchanting,78923.40000000001,315693.6,1507.1695332055278,0
957,124000.0,Meadowlands,Dragonspire,879.0,9204.0,sqft,5,Common,24800.0,99200.0,473.5959731017302,1
958,266000.0,Meadowlands,Silverglen,1295.0,8849.0,sqft,5,Enchanting,53200.0,212800.0,1015.9397487504857,0
959,412083.0,Meadowlands,Silverglen,1991.0,16387.0,sqft,5,Gleaming,82416.6,329666.4,1573.877817610325,0
960,160000.0,Meadowlands,Ravenstone,1297.0,57200.0,sqft,5,Common,32000.0,128000.0,611.0915781957809,1
961,155.0,Meadowlands,Dragonspire,1093.0,0.09457,sqft,6,Common,31.0,124.0,0.5919949663771628,1
962,122000.0,Meadowlands,Shadowmere,1039.0,16287.0,sqft,6,Common,24400.0,97600.0,465.9573283742829,1
963,209500.0,Meadowlands,Silverglen,1195.0,4590.0,sqft,5,Gleaming,41900.0,167600.0,800.1480352001006,0
964,86000.0,GnomeBurough,Petalbridge,531.0,5400.0,sqft,6,Common,17200.0,68800.0,328.4617232802322,1
965,315000.0,Meadowlands,Glimmerwood,2023.0,9200.0,sqft,5,Gleaming,63000.0,252000.0,1203.0865445729435,0
966,139950.0,Meadowlands,Dragonspire,879.0,7875.0,sqft,6,Common,27990.0,111960.0,534.5141648031221,1
967,141000.0,Meadowlands,Dragonspire,719.0,8760.0,sqft,7,Common,28200.0,112800.0,538.5244532850319,1
968,150000.0,GnomeBurough,Petalbridge,1204.0,9600.0,sqft,9,Gleaming,30000.0,120000.0,572.8983545585446,1
969,252678.0,AetherIsles,Wyverncliff,1424.0,8640.0,sqft,5,Common,50535.600000000006,202142.4,965.0587362209594,0
970,238000.0,Meadowlands,Thornfield,1321.0,7230.0,sqft,7,Common,47600.0,190400.0,908.9987225662242,0
971,175000.0,Meadowlands,Duskwood,1056.0,11084.0,sqft,5,Gleaming,35000.0,140000.0,668.3814136516354,1
972,380000.0,Meadowlands,Silverglen,2033.0,13693.0,sqft,5,Enchanting,76000.0,304000.0,1451.3424982149795,0
973,164000.0,Meadowlands,Duskwood,1347.0,12134.0,sqft,7,Gleaming,32800.0,131200.0,626.3688676506754,1
974,163000.0,Meadowlands,Dragonspire,1047.0,10197.0,sqft,5,Common,32600.0,130400.0,622.5495452869518,1
975,124900.0,GnomeBurough,Mystvale,769.0,6060.0,sqft,9,Gleaming,24980.0,99920.0,477.03336322908143,1
976,144900.0,Meadowlands,Emberfall,738.0,9239.0,sqft,8,Common,28980.0,115920.0,553.4198105035541,1
977,185000.0,Meadowlands,Nighthaven,1238.0,11358.0,sqft,7,Common,37000.0,148000.0,706.5746372888716,1
978,128500.0,Meadowlands,Sunspire,746.0,9920.0,sqft,6,Common,25700.0,102800.0,490.78292373848655,1
979,214000.0,Meadowlands,Sunspire,1349.0,9468.0,sqft,5,Common,42800.0,171200.0,817.334985836857,0
980,141500.0,Meadowlands,Dragonspire,1150.0,9600.0,sqft,6,Modest,28300.0,113200.0,540.4341144668937,1
981,160200.0,Meadowlands,Dreamweaver,880.0,3182.0,sqft,5,Gleaming,32040.0,128160.0,611.8554426685256,1
982,117000.0,Meadowlands,Shadowmere,1233.0,10998.0,sqft,5,Common,23400.0,93600.0,446.86071655566474,1
983,80000.0,Meadowlands,Emberfall,773.0,9000.0,sqft,3,Common,16000.0,64000.0,305.54578909789046,1
984,350000.0,Meadowlands,Glimmerwood,1543.0,11675.0,sqft,5,Gleaming,70000.0,280000.0,1336.7628273032708,0
985,143000.0,Meadowlands,Dragonspire,933.0,10355.0,sqft,5,Common,28600.0,114400.0,546.1630980124793,1
986,212500.0,Meadowlands,Nighthaven,1454.0,18837.0,sqft,5,Common,42500.0,170000.0,811.6060022912716,0
987,159000.0,Meadowlands,Dragonspire,664.0,9786.0,sqft,7,Common,31800.0,127200.0,607.2722558320572,1
988,153000.0,Meadowlands,Dragonspire,1009.0,9350.0,sqft,6,Common,30600.0,122400.0,584.3563216497154,1
989,172500.0,Meadowlands,Dragonspire,1196.0,17360.0,sqft,6,Common,34500.0,138000.0,658.8331077423263,1
990,151000.0,AetherIsles,Wyverncliff,923.0,3182.0,sqft,5,Gleaming,30200.0,120800.0,576.7176769222682,1
991,98600.0,Meadowlands,Dragonspire,949.0,8500.0,sqft,3,Common,19720.0,78880.0,376.58518506314994,1
992,260000.0,Meadowlands,Windwhisper,1172.0,23595.0,sqft,6,Gleaming,52000.0,208000.0,993.0238145681438,0
993,64500.0,GnomeBurough,Stormwatch,512.0,5000.0,sqft,3,Modest,12900.0,51600.0,246.34629246017414,1
994,315000.0,Meadowlands,Thornfield,2096.0,18044.0,sqft,5,Gleaming,63000.0,252000.0,1203.0865445729435,0
995,159000.0,Meadowlands,Brightforge,856.0,13072.0,sqft,5,Gleaming,31800.0,127200.0,607.2722558320572,1
996,123000.0,Meadowlands,Emberfall,701.0,7150.0,sqft,6,Common,24600.0,98400.0,469.77665073800654,1
997,375000.0,Meadowlands,Riverbend,1939.0,7296.0,sqft,5,Gleaming,75000.0,300000.0,1432.2458863963616,0
998,263550.0,Meadowlands,Glimmerwood,1716.0,11692.0,sqft,5,Gleaming,52710.0,210840.0,1006.5824089593629,0
999,137000.0,GnomeBurough,Stormwatch,1272.0,4960.0,sqft,7,Common,27400.0,109600.0,523.2471638301374,1
1000,200000.0,AetherIsles,Wyverncliff,1303.0,8314.0,sqft,5,Gleaming,40000.0,160000.0,763.8644727447262,0
1001,157000.0,Meadowlands,Dragonspire,963.0,10920.0,sqft,5,Common,31400.0,125600.0,599.6336111046099,1
1002,163000.0,Meadowlands,Sunspire,1198.0,14330.0,sqft,6,Common,32600.0,130400.0,622.5495452869518,1
1003,131500.0,Meadowlands,Sunspire,652.0,4435.0,sqft,5,Gleaming,26300.0,105200.0,502.2408908296574,1
1004,127000.0,Meadowlands,Sunspire,664.0,7200.0,sqft,5,Common,25400.0,101600.0,485.0539401929011,1
1005,323262.0,Meadowlands,Sunspire,1292.0,10933.0,sqft,5,Enchanting,64652.4,258609.6,1234.6417859420283,0
1006,455000.0,Meadowlands,Riverbend,1570.0,13870.0,sqft,5,Enchanting,91000.0,364000.0,1737.791675494252,0
1007,270000.0,Meadowlands,Ravenstone,1253.0,14536.0,sqft,5,Gleaming,54000.0,216000.0,1031.2170382053803,0
1008,122000.0,Meadowlands,Emberfall,664.0,9079.0,sqft,5,Common,24400.0,97600.0,465.9573283742829,1
1009,184000.0,Meadowlands,Brightforge,1184.0,9109.0,sqft,5,Gleaming,36800.0,147200.0,702.755314925148,1
1010,149500.0,AetherIsles,Wyverncliff,923.0,2544.0,sqft,5,Gleaming,29900.0,119600.0,570.9886933766827,1
1011,132000.0,Meadowlands,Dragonspire,1049.0,8400.0,sqft,5,Common,26400.0,105600.0,504.1505520115192,1
1012,170000.0,Meadowlands,Duskwood,1285.0,13041.0,sqft,5,Common,34000.0,136000.0,649.2848018330171,1
1013,262280.0,Meadowlands,Brightforge,1791.0,11839.0,sqft,5,Common,52456.0,209824.0,1001.7318695574339,0
1014,184000.0,GnomeBurough,Stormwatch,1399.0,9120.0,sqft,6,Common,36800.0,147200.0,702.755314925148,1
1015,119000.0,GnomeBurough,Petalbridge,990.0,3600.0,sqft,7,Common,23800.0,95200.0,454.4993612831121,1
1016,106900.0,GnomeBurough,Stormwatch,992.0,5870.0,sqft,9,Common,21380.0,85520.0,408.2855606820561,1
1017,107000.0,GnomeBurough,Petalbridge,1021.0,9906.0,sqft,4,Common,21400.0,85600.0,408.6674929184285,1
1018,132500.0,Meadowlands,Emberfall,746.0,8480.0,sqft,6,Common,26500.0,106000.0,506.06021319338106,1
1019,187100.0,Meadowlands,Sunspire,1099.0,16284.9772286845,sqft,5,Gleaming,37420.0,149680.0,714.5952142526912,1
1020,185000.0,Meadowlands,Nighthaven,1572.0,10400.0,sqft,6,Common,37000.0,148000.0,706.5746372888716,1
1021,224000.0,Meadowlands,Thornfield,664.0,17500.0,sqft,5,Common,44800.0,179200.0,855.5282094740933,0
1022,85000.0,Meadowlands,Shadowmere,612.0,8777.0,sqft,7,Common,17000.0,68000.0,324.64240091650856,1
1023,61500.0,Meadowlands,Shadowmere,886.0,6882.0,sqft,3,Common,12300.0,49200.0,234.88832536900327,1
1024,168500.0,Meadowlands,Nighthaven,1585.0,9600.0,sqft,5,Common,33700.0,134800.0,643.5558182874317,1
1025,301500.0,Meadowlands,Glimmerwood,1528.0,14303.0,sqft,5,Gleaming,60300.0,241200.0,1151.5256926626746,0
1026,239900.0,Meadowlands,Brightforge,1445.0,10560.0,sqft,5,Gleaming,47980.0,191920.0,916.2554350572989,0
1027,134900.0,Meadowlands,Emberfall,659.0,7252.0,sqft,5,Common,26980.0,107920.0,515.2265868663177,1
1028,192000.0,Meadowlands,Mossheart,1099.0,19508.0,sqft,5,Common,38400.0,153600.0,733.309893834937,1
1029,260400.0,Meadowlands,Glimmerwood,1323.0,10593.0,sqft,5,Gleaming,52080.0,208320.0,994.5515435136335,0
1030,105000.0,Meadowlands,Emberfall,670.0,17529.0,sqft,5,Common,21000.0,84000.0,401.02884819098114,1
1031,149900.0,Meadowlands,Dragonspire,829.0,12537.0,sqft,6,Common,29980.0,119920.0,572.5164223221723,1
1032,148500.0,Meadowlands,Cloudrest,811.0,2529.0,sqft,6,Common,29700.0,118800.0,567.1693710129591,1
1033,253000.0,AetherIsles,Wyverncliff,1516.0,9675.0,sqft,5,Gleaming,50600.0,202400.0,966.2885580220786,0
1034,152000.0,Meadowlands,Emberfall,866.0,7400.0,sqft,5,Common,30400.0,121600.0,580.5369992859919,1
1035,134500.0,Meadowlands,Crystalhollow,649.0,6600.0,sqft,6,Common,26900.0,107600.0,513.6988579208283,1
1036,112500.0,Meadowlands,Sunspire,664.0,7700.0,sqft,5,Common,22500.0,90000.0,429.6737659189084,1
1037,294900.0,Meadowlands,Sunspire,1223.0,11645.0,sqft,5,Gleaming,58980.0,235920.0,1126.3181650620988,0
1038,144800.0,Meadowlands,Thornfield,855.0,9100.0,sqft,6,Common,28960.0,115840.0,553.0378782671818,1
1039,105500.0,Meadowlands,Dragonspire,639.0,7227.0,sqft,6,Common,21100.0,84400.0,402.9385093728431,1
1040,124000.0,Meadowlands,Dragonspire,788.0,7000.0,sqft,5,Common,24800.0,99200.0,473.5959731017302,1
1041,255000.0,Meadowlands,Mossheart,664.0,12000.0,sqft,6,Gleaming,51000.0,204000.0,973.9272027495258,0
1042,336000.0,Meadowlands,Glimmerwood,2009.0,12203.0,sqft,5,Gleaming,67200.0,268800.0,1283.29231421114,0
1043,198900.0,Meadowlands,Sunspire,943.0,10402.0,sqft,5,Common,39780.0,159120.0,759.66321814463,0
1044,195000.0,Meadowlands,Sunspire,1498.0,12393.0,sqft,5,Gleaming,39000.0,156000.0,744.7678609261079,1
1045,188000.0,Meadowlands,Duskwood,1323.0,8010.0,sqft,5,Gleaming,37600.0,150400.0,718.0326043800426,1
1046,217500.0,Meadowlands,Sunspire,1416.0,8826.0,sqft,5,Gleaming,43500.0,174000.0,830.7026141098895,0
1047,125000.0,GnomeBurough,Petalbridge,829.0,10230.0,sqft,7,Common,25000.0,100000.0,477.4152954654538,1
1048,120000.0,Meadowlands,Dragonspire,701.0,7535.0,sqft,7,Common,24000.0,96000.0,458.31868364683567,1
1049,176500.0,Meadowlands,Duskwood,1255.0,9084.0,sqft,5,Common,35300.0,141200.0,674.1103971972208,1
1050,143000.0,Meadowlands,Crystalhollow,789.0,8410.0,sqft,6,Common,28600.0,114400.0,546.1630980124793,1
1051,148000.0,Meadowlands,Nighthaven,793.0,10395.0,sqft,6,Common,29600.0,118400.0,565.2597098310973,1
1052,139000.0,Meadowlands,Dragonspire,812.0,8176.0,sqft,6,Common,27800.0,111200.0,530.8858085575847,1
1053,154.0,Meadowlands,Emberfall,815.0,0.08246,sqft,8,Common,30.8,123.2,0.5881756440134391,1
1054,171000.0,Meadowlands,Brightforge,1203.0,8400.0,sqft,6,Common,34200.0,136800.0,653.1041241967409,1
1055,157500.0,Meadowlands,Dragonspire,1136.0,17600.0,sqft,5,Common,31500.0,126000.0,601.5432722864717,1
1056,139000.0,GnomeBurough,Mystvale,664.0,9060.0,sqft,5,Common,27800.0,111200.0,530.8858085575847,1
1057,153000.0,Meadowlands,Dragonspire,1169.0,9600.0,sqft,6,Common,30600.0,122400.0,584.3563216497154,1
1058,140000.0,Meadowlands,Dragonspire,899.0,7315.0,sqft,6,Common,28000.0,112000.0,534.7051309213083,1
1059,75190.0,GnomeBurough,Wolfsbane,839.0,1890.0,sqft,3,Common,15038.0,60152.0,287.1748485283798,1
1060,126500.0,Meadowlands,Crystalhollow,672.0,10172.0,sqft,7,Common,25300.0,101200.0,483.1442790110393,1
1061,140000.0,Meadowlands,Dragonspire,690.0,8400.0,sqft,6,Common,28000.0,112000.0,534.7051309213083,1
1062,179900.0,Meadowlands,Nighthaven,1193.0,11475.0,sqft,6,Common,35980.0,143920.0,687.0960932338811,1
1063,155000.0,GnomeBurough,Petalbridge,1359.0,8094.0,sqft,6,Common,31000.0,124000.0,591.9949663771628,1
1064,115000.0,Meadowlands,Dragonspire,664.0,10500.0,sqft,5,Common,23000.0,92000.0,439.2220718282175,1
1065,196000.0,AetherIsles,Wyverncliff,1069.0,4282.0,sqft,5,Gleaming,39200.0,156800.0,748.5871832898317,1
1066,132000.0,Meadowlands,Brightforge,869.0,13072.0,sqft,5,Common,26400.0,105600.0,504.1505520115192,1
1067,181000.0,Meadowlands,Brightforge,1276.0,11920.0,sqft,5,Gleaming,36200.0,144800.0,691.2973478339771,1
1068,213133.0,AetherIsles,Wyverncliff,1053.0,9910.0,sqft,6,Gleaming,42626.600000000006,170506.4,814.0236333475086,0
1069,755000.0,Meadowlands,Glimmerwood,3319.0,21535.0,sqft,6,Enchanting,151000.0,604000.0,2883.588384611341,0
