DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit,StructuralIntegrity,ExteriorCharm,Craftsmanship,EraConstructed,NeedsRestoration
880,135000.0,Meadowlands,Dragonspire,806.0,10152.0,sqft,5,Common,5,1270,True
881,180500.0,Meadowlands,Duskwood,1109.0,11851.0,sqft,5,Common,7,1472,False
882,62383.0,Meadowlands,Emberfall,664.0,8281.0,sqft,5,Common,5,1300,False
883,76500.0,Meadowlands,Dragonspire,664.0,7038.0,sqft,6,Common,4,1371,False
884,163000.0,Meadowlands,Emberfall,1107.0,11227.0,sqft,5,Common,5,1222,True
885,139600.0,Meadowlands,Shadowmere,1333.0,13680.0,sqft,5,Common,3,1241,True
886,180000.0,Meadowlands,Duskwood,1160.0,7875.0,sqft,5,Gleaming,7,1745,False
887,222500.0,Meadowlands,Sunspire,1562.0,11404.0,sqft,5,Gleaming,7,1517,False
888,170000.0,Meadowlands,Nighthaven,1476.0,10192.0,sqft,6,Common,7,1236,True
889,199900.0,AetherIsles,Wyverncliff,954.0,4274.0,sqft,5,Gleaming,7,1686,False
890,147000.0,GnomeBurough,Mystvale,1033.0,10690.0,sqft,7,Common,5,1133,False
891,203.0,Meadowlands,Brightforge,1163.0,0.10141,sqft,5,Gleaming,8,1649,False
892,492000.0,Meadowlands,Silverglen,2043.0,13641.0,sqft,5,Enchanting,9,1742,False
893,195000.0,Meadowlands,Sunspire,1276.0,8935.0,sqft,5,Gleaming,7,1617,False
894,285000.0,Meadowlands,Crystalhollow,1386.0,9892.0,sqft,5,Gleaming,8,1457,False
895,140000.0,Meadowlands,Crystalhollow,719.0,6710.0,sqft,5,Common,6,1523,False
896,155000.0,AetherIsles,Wyverncliff,1089.0,2572.0,sqft,5,Gleaming,7,1554,False
897,200000.0,GnomeBurough,Oakenshade,784.0,3907.0,sqft,5,Common,8,1478,False
898,138000.0,Meadowlands,Thornfield,1233.0,9650.0,sqft,3,Common,6,1170,True
899,98000.0,GnomeBurough,Wolfsbane,839.0,1477.0,sqft,9,Common,6,1291,False
900,132000.0,Meadowlands,Dragonspire,975.0,7800.0,sqft,6,Common,5,1222,True
901,105000.0,GnomeBurough,Petalbridge,1056.0,5400.0,sqft,6,Modest,4,1192,True
902,171500.0,Meadowlands,Brightforge,1330.0,7703.0,sqft,6,Gleaming,6,1462,False
903,220000.0,Meadowlands,Brightforge,1506.0,9317.0,sqft,5,Gleaming,7,1537,False
904,100000.0,Meadowlands,Dragonspire,686.0,7150.0,sqft,5,Common,5,1383,False
905,200500.0,Meadowlands,Sunspire,1293.0,8750.0,sqft,5,Common,6,1476,False
906,142500.0,Meadowlands,Crystalhollow,771.0,7937.0,sqft,6,Common,6,1495,False
907,387000.0,Meadowlands,Riverbend,1449.0,15401.0,sqft,5,Enchanting,9,1705,False
908,221370.0,Meadowlands,Silverglen,1018.0,6240.0,sqft,5,Gleaming,8,1754,False
909,240000.0,Meadowlands,Duskwood,1284.0,14859.0,sqft,5,Gleaming,7,1656,False
910,213250.0,Meadowlands,Nighthaven,1292.0,10140.0,sqft,5,Gleaming,7,1516,False
911,184000.0,Meadowlands,Duskwood,1146.0,15384.0,sqft,5,Gleaming,7,1792,False
912,190000.0,Meadowlands,Duskwood,896.0,9587.0,sqft,5,Gleaming,7,1786,False
913,82000.0,GnomeBurough,Mystvale,415.0,8154.0,sqft,5,Common,2,1107,True
914,284000.0,Meadowlands,Silverglen,1253.0,10655.0,sqft,5,Gleaming,8,1723,False
915,226700.0,AetherIsles,Wyverncliff,1359.0,9803.0,sqft,5,Gleaming,7,1734,False
916,212109.0,AetherIsles,Wyverncliff,1221.0,10411.0,sqft,5,Gleaming,5,1711,False
917,150750.0,Meadowlands,Dragonspire,664.0,7388.0,sqft,6,Common,5,1379,False
918,163000.0,Meadowlands,Dragonspire,969.0,9120.0,sqft,6,Common,6,1301,False
919,123000.0,GnomeBurough,Stormwatch,664.0,6240.0,sqft,7,Common,4,1016,False
920,143000.0,GnomeBurough,Petalbridge,1139.0,9000.0,sqft,9,Common,7,1159,False
921,115000.0,Meadowlands,Duskwood,1133.0,31220.0,sqft,2,Common,6,1397,False
922,135000.0,Meadowlands,Dragonspire,844.0,7390.0,sqft,7,Common,5,1293,False
923,215000.0,Meadowlands,Dreamweaver,664.0,3196.0,sqft,5,Gleaming,8,1729,False
924,133500.0,Meadowlands,Shadowmere,803.0,6285.0,sqft,6,Common,6,1445,False
925,212900.0,Meadowlands,Sunspire,1193.0,10084.0,sqft,5,Gleaming,7,1740,False
926,131000.0,Meadowlands,Sunspire,687.0,11800.0,sqft,5,Common,5,1379,False
927,125000.0,Meadowlands,Shadowmere,590.0,8172.0,sqft,5,Common,4,1384,False
928,230000.0,Meadowlands,Thornfield,1166.0,11435.0,sqft,7,Common,8,1044,False
929,282000.0,Meadowlands,Ravenstone,1478.0,11305.0,sqft,5,Gleaming,8,1666,False
930,112900.0,Meadowlands,Dragonspire,796.0,7584.0,sqft,5,Common,5,1380,False
931,164500.0,Meadowlands,Emberfall,1015.0,11777.0,sqft,6,Common,5,1379,False
932,79000.0,Meadowlands,Shadowmere,595.0,4270.0,sqft,6,Common,3,1035,True
933,166800.0,Meadowlands,Dragonspire,1207.0,13200.0,sqft,6,Common,6,1390,False
934,125600.0,Meadowlands,Shadowmere,829.0,5190.0,sqft,5,Common,7,1072,True
935,202500.0,Meadowlands,Silverglen,1053.0,6442.0,sqft,5,Gleaming,8,1797,False
936,275000.0,Meadowlands,Silverglen,1306.0,11520.0,sqft,5,Gleaming,9,1752,False
937,244400.0,Meadowlands,Windwhisper,1848.0,24090.0,sqft,7,Common,7,1108,False
938,169985.0,Meadowlands,Duskwood,1147.0,10237.0,sqft,5,Gleaming,7,1750,False
939,230348.0,AetherIsles,Wyverncliff,936.0,7500.0,sqft,5,Gleaming,7,1795,False
940,91000.0,GnomeBurough,Wolfsbane,759.0,1596.0,sqft,5,Common,4,1356,False
941,107500.0,Meadowlands,Dragonspire,636.0,7200.0,sqft,7,Common,5,1223,False
942,139900.0,Meadowlands,Dragonspire,1093.0,12342.0,sqft,5,Common,5,1336,False
943,233170.0,Meadowlands,Silverglen,1155.0,9541.0,sqft,5,Gleaming,7,1774,False
944,137500.0,Meadowlands,Shadowmere,908.0,10012.0,sqft,5,Common,4,1333,False
945,132500.0,Meadowlands,Dragonspire,883.0,7931.0,sqft,5,Common,5,1226,True
946,285000.0,AetherIsles,Wyverncliff,1007.0,4538.0,sqft,5,Gleaming,9,1600,False
947,135000.0,Meadowlands,Shadowmere,945.0,17140.0,sqft,6,Common,4,1355,False
948,118500.0,Meadowlands,Emberfall,791.0,7943.0,sqft,5,Common,4,1309,False
949,90000.0,Meadowlands,Dragonspire,799.0,7200.0,sqft,5,Common,4,1161,True
950,172000.0,Meadowlands,Brightforge,1075.0,7175.0,sqft,5,Gleaming,6,1427,False
951,93000.0,Meadowlands,Shadowmere,864.0,8335.0,sqft,5,Common,5,1296,True
952,95000.0,GnomeBurough,Petalbridge,830.0,5914.0,sqft,9,Common,5,916,False
953,336860.0,Meadowlands,Silverglen,1435.0,10110.0,sqft,5,Enchanting,9,1664,False
954,225000.0,Meadowlands,Sunspire,1241.0,9316.0,sqft,5,Gleaming,7,1795,False
955,119500.0,GnomeBurough,Wolfsbane,726.0,2394.0,sqft,6,Common,5,1200,True
956,394617.0,Meadowlands,Silverglen,1486.0,12444.0,sqft,5,Enchanting,8,1600,False
957,124000.0,Meadowlands,Dragonspire,879.0,9204.0,sqft,5,Common,5,1218,True
958,266000.0,Meadowlands,Silverglen,1295.0,8849.0,sqft,5,Enchanting,9,1621,False
959,412083.0,Meadowlands,Silverglen,1991.0,16387.0,sqft,5,Gleaming,9,1613,False
960,160000.0,Meadowlands,Ravenstone,1297.0,57200.0,sqft,5,Common,5,1035,True
961,155.0,Meadowlands,Dragonspire,1093.0,0.09457,sqft,6,Common,5,1377,False
962,122000.0,Meadowlands,Shadowmere,1039.0,16287.0,sqft,6,Common,5,1135,True
963,209500.0,Meadowlands,Silverglen,1195.0,4590.0,sqft,5,Gleaming,8,1753,False
964,86000.0,GnomeBurough,Petalbridge,531.0,5400.0,sqft,6,Common,5,1171,True
965,315000.0,Meadowlands,Glimmerwood,2023.0,9200.0,sqft,5,Gleaming,8,1446,False
966,139950.0,Meadowlands,Dragonspire,879.0,7875.0,sqft,6,Common,5,1217,True
967,141000.0,Meadowlands,Dragonspire,719.0,8760.0,sqft,7,Common,6,1213,False
968,150000.0,GnomeBurough,Petalbridge,1204.0,9600.0,sqft,9,Gleaming,8,1143,False
969,252678.0,AetherIsles,Wyverncliff,1424.0,8640.0,sqft,5,Common,7,1788,False
970,238000.0,Meadowlands,Thornfield,1321.0,7230.0,sqft,7,Common,7,1022,False
971,175000.0,Meadowlands,Duskwood,1056.0,11084.0,sqft,5,Gleaming,7,1688,False
972,380000.0,Meadowlands,Silverglen,2033.0,13693.0,sqft,5,Enchanting,9,1606,False
973,164000.0,Meadowlands,Duskwood,1347.0,12134.0,sqft,7,Gleaming,8,1571,False
974,163000.0,Meadowlands,Dragonspire,1047.0,10197.0,sqft,5,Common,6,1313,False
975,124900.0,GnomeBurough,Mystvale,769.0,6060.0,sqft,9,Gleaming,5,1043,False
976,144900.0,Meadowlands,Emberfall,738.0,9239.0,sqft,8,Common,5,1247,False
977,185000.0,Meadowlands,Nighthaven,1238.0,11358.0,sqft,7,Common,7,1270,False
978,128500.0,Meadowlands,Sunspire,746.0,9920.0,sqft,6,Common,5,1269,True
979,214000.0,Meadowlands,Sunspire,1349.0,9468.0,sqft,5,Common,6,1547,False
980,141500.0,Meadowlands,Dragonspire,1150.0,9600.0,sqft,6,Modest,5,1242,True
981,160200.0,Meadowlands,Dreamweaver,880.0,3182.0,sqft,5,Gleaming,7,1630,False
982,117000.0,Meadowlands,Shadowmere,1233.0,10998.0,sqft,5,Common,5,1187,True
983,80000.0,Meadowlands,Emberfall,773.0,9000.0,sqft,3,Common,5,1345,False
984,350000.0,Meadowlands,Glimmerwood,1543.0,11675.0,sqft,5,Gleaming,8,1446,False
985,143000.0,Meadowlands,Dragonspire,933.0,10355.0,sqft,5,Common,5,1308,False
986,212500.0,Meadowlands,Nighthaven,1454.0,18837.0,sqft,5,Common,6,1415,False
987,159000.0,Meadowlands,Dragonspire,664.0,9786.0,sqft,7,Common,6,1234,False
988,153000.0,Meadowlands,Dragonspire,1009.0,9350.0,sqft,6,Common,5,1221,True
989,172500.0,Meadowlands,Dragonspire,1196.0,17360.0,sqft,6,Common,6,1119,True
990,151000.0,AetherIsles,Wyverncliff,923.0,3182.0,sqft,5,Gleaming,7,1797,False
991,98600.0,Meadowlands,Dragonspire,949.0,8500.0,sqft,3,Common,5,1244,True
992,260000.0,Meadowlands,Windwhisper,1172.0,23595.0,sqft,6,Gleaming,7,1470,False
993,64500.0,GnomeBurough,Stormwatch,512.0,5000.0,sqft,3,Modest,3,1134,True
994,315000.0,Meadowlands,Thornfield,2096.0,18044.0,sqft,5,Gleaming,8,1522,False
995,159000.0,Meadowlands,Brightforge,856.0,13072.0,sqft,5,Gleaming,7,1646,False
996,123000.0,Meadowlands,Emberfall,701.0,7150.0,sqft,6,Common,5,1348,False
997,375000.0,Meadowlands,Riverbend,1939.0,7296.0,sqft,5,Gleaming,8,1727,False
998,263550.0,Meadowlands,Glimmerwood,1716.0,11692.0,sqft,5,Gleaming,8,1477,False
999,137000.0,GnomeBurough,Stormwatch,1272.0,4960.0,sqft,7,Common,5,1160,False
1000,200000.0,AetherIsles,Wyverncliff,1303.0,8314.0,sqft,5,Gleaming,7,1590,False
1001,157000.0,Meadowlands,Dragonspire,963.0,10920.0,sqft,5,Common,6,1352,False
1002,163000.0,Meadowlands,Sunspire,1198.0,14330.0,sqft,6,Common,5,1576,False
1003,131500.0,Meadowlands,Sunspire,652.0,4435.0,sqft,5,Gleaming,6,1786,False
1004,127000.0,Meadowlands,Sunspire,664.0,7200.0,sqft,5,Common,5,1354,False
1005,323262.0,Meadowlands,Sunspire,1292.0,10933.0,sqft,5,Enchanting,9,1759,False
1006,455000.0,Meadowlands,Riverbend,1570.0,13870.0,sqft,5,Enchanting,10,1743,False
1007,270000.0,Meadowlands,Ravenstone,1253.0,14536.0,sqft,5,Gleaming,8,1626,False
1008,122000.0,Meadowlands,Emberfall,664.0,9079.0,sqft,5,Common,5,1313,False
1009,184000.0,Meadowlands,Brightforge,1184.0,9109.0,sqft,5,Gleaming,7,1559,False
1010,149500.0,AetherIsles,Wyverncliff,923.0,2544.0,sqft,5,Gleaming,7,1631,False
1011,132000.0,Meadowlands,Dragonspire,1049.0,8400.0,sqft,5,Common,5,1289,True
1012,170000.0,Meadowlands,Duskwood,1285.0,13041.0,sqft,5,Common,6,1414,False
1013,262280.0,Meadowlands,Brightforge,1791.0,11839.0,sqft,5,Common,7,1566,False
1014,184000.0,GnomeBurough,Stormwatch,1399.0,9120.0,sqft,6,Common,7,1104,True
1015,119000.0,GnomeBurough,Petalbridge,990.0,3600.0,sqft,7,Common,6,1030,False
1016,106900.0,GnomeBurough,Stormwatch,992.0,5870.0,sqft,9,Common,6,1168,False
1017,107000.0,GnomeBurough,Petalbridge,1021.0,9906.0,sqft,4,Common,4,1191,True
1018,132500.0,Meadowlands,Emberfall,746.0,8480.0,sqft,6,Common,5,1302,False
1019,187100.0,Meadowlands,Sunspire,1099.0,16284.9772286845,sqft,5,Gleaming,7,1745,False
1020,185000.0,Meadowlands,Nighthaven,1572.0,10400.0,sqft,6,Common,7,1425,False
1021,224000.0,Meadowlands,Thornfield,664.0,17500.0,sqft,5,Common,6,1360,False
1022,85000.0,Meadowlands,Shadowmere,612.0,8777.0,sqft,7,Common,5,1059,False
1023,61500.0,Meadowlands,Shadowmere,886.0,6882.0,sqft,3,Common,4,1233,True
1024,168500.0,Meadowlands,Nighthaven,1585.0,9600.0,sqft,5,Common,7,1277,True
1025,301500.0,Meadowlands,Glimmerwood,1528.0,14303.0,sqft,5,Gleaming,8,1555,False
1026,239900.0,Meadowlands,Brightforge,1445.0,10560.0,sqft,5,Gleaming,7,1461,False
1027,134900.0,Meadowlands,Emberfall,659.0,7252.0,sqft,5,Common,5,1453,False
1028,192000.0,Meadowlands,Mossheart,1099.0,19508.0,sqft,5,Common,6,1206,True
1029,260400.0,Meadowlands,Glimmerwood,1323.0,10593.0,sqft,5,Gleaming,7,1488,False
1030,105000.0,Meadowlands,Emberfall,670.0,17529.0,sqft,5,Common,5,1034,True
1031,149900.0,Meadowlands,Dragonspire,829.0,12537.0,sqft,6,Common,5,1387,False
1032,148500.0,Meadowlands,Cloudrest,811.0,2529.0,sqft,6,Common,7,1546,False
1033,253000.0,AetherIsles,Wyverncliff,1516.0,9675.0,sqft,5,Gleaming,7,1665,False
1034,152000.0,Meadowlands,Emberfall,866.0,7400.0,sqft,5,Common,5,1533,False
1035,134500.0,Meadowlands,Crystalhollow,649.0,6600.0,sqft,6,Common,5,1428,False
1036,112500.0,Meadowlands,Sunspire,664.0,7700.0,sqft,5,Common,5,1303,False
1037,294900.0,Meadowlands,Sunspire,1223.0,11645.0,sqft,5,Gleaming,8,1750,False
1038,144800.0,Meadowlands,Thornfield,855.0,9100.0,sqft,6,Common,5,1204,True
1039,105500.0,Meadowlands,Dragonspire,639.0,7227.0,sqft,6,Common,6,1369,False
1040,124000.0,Meadowlands,Dragonspire,788.0,7000.0,sqft,5,Common,5,1218,True
1041,255000.0,Meadowlands,Mossheart,664.0,12000.0,sqft,6,Gleaming,7,1413,False
1042,336000.0,Meadowlands,Glimmerwood,2009.0,12203.0,sqft,5,Gleaming,8,1525,False
1043,198900.0,Meadowlands,Sunspire,943.0,10402.0,sqft,5,Common,7,1714,False
1044,195000.0,Meadowlands,Sunspire,1498.0,12393.0,sqft,5,Gleaming,7,1665,False
1045,188000.0,Meadowlands,Duskwood,1323.0,8010.0,sqft,5,Gleaming,7,1708,False
1046,217500.0,Meadowlands,Sunspire,1416.0,8826.0,sqft,5,Gleaming,7,1758,False
1047,125000.0,GnomeBurough,Petalbridge,829.0,10230.0,sqft,7,Common,5,1062,False
1048,120000.0,Meadowlands,Dragonspire,701.0,7535.0,sqft,7,Common,5,1286,False
1049,176500.0,Meadowlands,Duskwood,1255.0,9084.0,sqft,5,Common,7,1492,False
1050,143000.0,Meadowlands,Crystalhollow,789.0,8410.0,sqft,6,Common,6,1385,False
1051,148000.0,Meadowlands,Nighthaven,793.0,10395.0,sqft,6,Common,6,1514,False
1052,139000.0,Meadowlands,Dragonspire,812.0,8176.0,sqft,6,Common,5,1399,False
1053,154.0,Meadowlands,Emberfall,815.0,0.08246,sqft,8,Common,5,1345,False
1054,171000.0,Meadowlands,Brightforge,1203.0,8400.0,sqft,6,Common,6,1480,False
1055,157500.0,Meadowlands,Dragonspire,1136.0,17600.0,sqft,5,Common,6,1308,False
1056,139000.0,GnomeBurough,Mystvale,664.0,9060.0,sqft,5,Common,6,1309,False
1057,153000.0,Meadowlands,Dragonspire,1169.0,9600.0,sqft,6,Common,6,1248,True
1058,140000.0,Meadowlands,Dragonspire,899.0,7315.0,sqft,6,Common,5,1366,False
1059,75190.0,GnomeBurough,Wolfsbane,839.0,1890.0,sqft,3,Common,4,1552,False
1060,126500.0,Meadowlands,Crystalhollow,672.0,10172.0,sqft,7,Common,5,1292,False
1061,140000.0,Meadowlands,Dragonspire,690.0,8400.0,sqft,6,Common,5,1301,False
1062,179900.0,Meadowlands,Nighthaven,1193.0,11475.0,sqft,6,Common,6,1408,False
1063,155000.0,GnomeBurough,Petalbridge,1359.0,8094.0,sqft,6,Common,6,1039,True
1064,115000.0,Meadowlands,Dragonspire,664.0,10500.0,sqft,5,Common,4,1308,False
1065,196000.0,AetherIsles,Wyverncliff,1069.0,4282.0,sqft,5,Gleaming,7,1745,False
1066,132000.0,Meadowlands,Brightforge,869.0,13072.0,sqft,5,Common,6,1697,False
1067,181000.0,Meadowlands,Brightforge,1276.0,11920.0,sqft,5,Gleaming,7,1775,False
1068,213133.0,AetherIsles,Wyverncliff,1053.0,9910.0,sqft,6,Gleaming,7,1603,False
1069,755000.0,Meadowlands,Glimmerwood,3319.0,21535.0,sqft,6,Enchanting,10,1411,False
1070,177439.0,Meadowlands,Sunspire,1043.0,10616.0,sqft,5,Gleaming,7,1720,False
1071,146500.0,Meadowlands,Thornfield,998.0,6821.0,sqft,7,Common,6,1073,False
1072,166000.0,AetherIsles,Wyverncliff,664.0,3523.0,sqft,5,Gleaming,8,1740,False
1073,187500.0,Meadowlands,Ravenstone,1320.0,13758.0,sqft,5,Gleaming,7,1557,False
1074,176000.0,Meadowlands,Dragonspire,1063.0,19296.0,sqft,5,Common,6,1357,False
1075,230000.0,GnomeBurough,Moonglade,996.0,8238.9884794063,sqft,5,Gleaming,7,1433,False
1076,257000.0,Meadowlands,Brightforge,1418.0,10994.0,sqft,5,Gleaming,8,1602,False
1077,144000.0,Meadowlands,Dragonspire,1033.0,9503.0,sqft,5,Common,5,1219,True
1078,104900.0,Meadowlands,Shadowmere,939.0,9738.0,sqft,7,Common,5,1098,False
1079,127000.0,Meadowlands,Shadowmere,883.0,10682.0,sqft,6,Common,4,1239,True
1080,217000.0,Meadowlands,Thornfield,1737.0,21000.0,sqft,5,Common,6,1204,True
1081,35311.0,GnomeBurough,Mystvale,369.0,9000.0,sqft,3,Common,2,1188,True
1082,185000.0,Meadowlands,Sunspire,664.0,8450.0,sqft,5,Gleaming,7,1676,False
1083,158000.0,Meadowlands,Nighthaven,1629.0,10448.0,sqft,6,Common,6,1286,True
1084,230500.0,Meadowlands,Duskwood,1489.0,11194.0,sqft,5,Gleaming,8,1674,False
1085,135500.0,GnomeBurough,Petalbridge,664.0,6000.0,sqft,7,Common,5,1306,False
1086,210000.0,Meadowlands,Sunspire,1467.0,8750.0,sqft,5,Gleaming,7,1410,False
1087,342000.0,Meadowlands,Silverglen,2273.0,13069.0,sqft,5,Gleaming,8,1668,False
1088,126000.0,Meadowlands,Sunspire,761.0,8775.0,sqft,5,Common,5,1404,False
1089,128000.0,GnomeBurough,Stormwatch,1018.0,6000.0,sqft,6,Common,4,1176,True
1090,172785.0,Meadowlands,Duskwood,1119.0,15578.0,sqft,5,Gleaming,6,1730,False
1091,180000.0,Meadowlands,Nighthaven,1171.0,11361.0,sqft,5,Common,6,1560,False
1092,80400.0,GnomeBurough,Petalbridge,1418.0,4800.0,sqft,5,Common,4,1030,True
1093,120500.0,Meadowlands,Dragonspire,664.0,6960.0,sqft,6,Common,4,1371,False
1094,72500.0,GnomeBurough,Stormwatch,553.0,6627.0,sqft,6,Common,3,1069,True
1095,127500.0,Meadowlands,Shadowmere,778.0,7840.0,sqft,5,Common,6,1481,False
1096,148500.0,Meadowlands,Thornfield,844.0,4000.0,sqft,8,Common,7,1165,False
1097,383000.0,Meadowlands,Silverglen,1499.0,14418.0,sqft,5,Enchanting,9,1786,False
1098,260000.0,AetherIsles,Wyverncliff,1183.0,8847.0,sqft,5,Gleaming,8,1682,False
1099,335000.0,Meadowlands,Silverglen,1679.0,11308.0,sqft,5,Enchanting,9,1613,False
1100,139400.0,Meadowlands,Dragonspire,812.0,9250.0,sqft,7,Common,5,1342,False
1101,311500.0,Meadowlands,Thornfield,1503.0,15660.0,sqft,9,Gleaming,7,1168,False
1102,179900.0,Meadowlands,Sunspire,949.0,11049.0,sqft,5,Gleaming,8,1656,False
1103,172400.0,Meadowlands,Duskwood,1279.0,8121.0,sqft,5,Common,6,1787,False
1104,123900.0,GnomeBurough,Oakenshade,803.0,1782.0,sqft,6,Common,6,1534,False
1105,163000.0,Meadowlands,Dragonspire,799.0,11500.0,sqft,4,Modest,6,1212,True
1106,131000.0,Meadowlands,Emberfall,1261.0,21370.0,sqft,5,Common,5,1321,False
1107,78000.0,GnomeBurough,Mystvale,916.0,6402.0,sqft,5,Common,5,1105,True
1108,212000.0,Meadowlands,Sunspire,1277.0,10667.0,sqft,6,Gleaming,7,1498,False
1109,198000.0,Meadowlands,Thornfield,1490.0,11700.0,sqft,6,Common,5,1177,True
1110,191000.0,Meadowlands,Sunspire,1319.0,8750.0,sqft,5,Gleaming,7,1469,False
1111,125500.0,GnomeBurough,Mystvale,1046.0,7200.0,sqft,6,Common,5,1076,True
1112,136000.0,Meadowlands,Emberfall,1409.0,10773.0,sqft,3,Modest,4,1202,True
1113,174000.0,Meadowlands,Duskwood,1141.0,12589.0,sqft,5,Gleaming,6,1650,False
1114,218836.0,Meadowlands,Sunspire,1203.0,11058.0,sqft,6,Gleaming,7,1710,False
1115,178000.0,GnomeBurough,Petalbridge,1262.0,9600.0,sqft,7,Common,7,1068,False
1116,167300.0,Meadowlands,Dragonspire,1220.0,10667.0,sqft,6,Common,6,1210,True
1117,290000.0,AetherIsles,Wyverncliff,1091.0,4385.0,sqft,5,Gleaming,9,1778,False
1118,119900.0,Meadowlands,Sunspire,664.0,7200.0,sqft,8,Common,5,1358,False
1119,85500.0,GnomeBurough,Stormwatch,668.0,5900.0,sqft,7,Common,4,1156,False
1120,287500.0,Meadowlands,Glimmerwood,1689.0,10010.0,sqft,5,Gleaming,7,1481,False
1121,194201.0,Meadowlands,Dreamweaver,1078.0,3922.0,sqft,5,Gleaming,7,1774,False
1122,168165.0,Meadowlands,Duskwood,1121.0,13204.0,sqft,5,Common,7,1694,False
1123,137500.0,Meadowlands,Shadowmere,1314.0,2522.0,sqft,5,Gleaming,7,1619,False
1124,198444.0,Meadowlands,Duskwood,1343.0,9729.0,sqft,5,Gleaming,6,1673,False
1125,176485.0,Meadowlands,Duskwood,1001.0,8993.0,sqft,5,Gleaming,7,1757,False
1126,140000.0,Meadowlands,Thornfield,1320.0,9550.0,sqft,5,Common,7,1020,True
1127,208900.0,AetherIsles,Wyverncliff,1039.0,4230.0,sqft,5,Gleaming,7,1736,False
1128,129500.0,Meadowlands,Emberfall,799.0,11200.0,sqft,5,Common,5,1376,False
1129,130000.0,Meadowlands,Riverbend,926.0,3701.0,sqft,5,Common,8,1441,False
1130,145000.0,Meadowlands,Crystalhollow,1279.0,8385.0,sqft,5,Common,6,1499,False
1131,143000.0,Meadowlands,Windwhisper,1133.0,25095.0,sqft,8,Common,5,1300,False
1132,215200.0,AetherIsles,Wyverncliff,1189.0,8640.0,sqft,5,Common,7,1680,False
1133,221300.0,AetherIsles,Wyverncliff,1407.0,8778.0,sqft,5,Gleaming,8,1679,False
1134,180000.0,Meadowlands,Emberfall,1323.0,10335.0,sqft,6,Common,5,1306,False
1135,188700.0,Meadowlands,Thornfield,1276.0,11988.0,sqft,7,Common,6,1094,False
1136,138400.0,GnomeBurough,Stormwatch,664.0,6240.0,sqft,5,Common,5,1028,True
1137,160000.0,GnomeBurough,Petalbridge,1856.0,10800.0,sqft,4,Common,5,1010,True
1138,170000.0,Meadowlands,Thornfield,1292.0,17871.0,sqft,5,Common,4,1453,False
1139,284000.0,Meadowlands,Silverglen,1573.0,10625.0,sqft,5,Gleaming,7,1732,False
1140,324000.0,Meadowlands,Silverglen,664.0,13514.0,sqft,5,Enchanting,9,1650,False
1141,179900.0,Meadowlands,Nighthaven,1089.0,11700.0,sqft,6,Common,6,1332,False
1142,153500.0,Meadowlands,Thornfield,943.0,13108.0,sqft,5,Common,5,1379,False
1143,440000.0,Meadowlands,Silverglen,1519.0,14977.0,sqft,5,Gleaming,8,1741,False
1144,106500.0,GnomeBurough,Wolfsbane,763.0,1533.0,sqft,5,Common,4,1370,False
1145,136500.0,GnomeBurough,Stormwatch,815.0,6854.0,sqft,7,Common,5,1084,False
1146,135000.0,GnomeBurough,Petalbridge,1283.0,9600.0,sqft,6,Common,5,1084,True
1147,130500.0,Meadowlands,Shadowmere,923.0,11767.0,sqft,6,Common,5,1085,True
1148,172500.0,AetherIsles,Wyverncliff,1337.0,2645.0,sqft,5,Gleaming,8,1491,False
1149,179900.0,GnomeBurough,Petalbridge,1495.0,9928.0,sqft,8,Common,7,1169,False
1150,121000.0,GnomeBurough,Stormwatch,732.0,8854.0,sqft,6,Common,6,1057,True
1151,404000.0,Meadowlands,Silverglen,1553.0,12350.0,sqft,5,Enchanting,9,1692,False
1152,131000.0,Meadowlands,Brightforge,1550.0,26400.0,sqft,7,Gleaming,5,904,False
1153,212300.0,GnomeBurough,Mystvale,1501.0,9780.0,sqft,9,Common,7,1342,False
1154,165000.0,Meadowlands,Shadowmere,794.0,12102.0,sqft,5,Common,5,1568,False
1155,332000.0,Meadowlands,Sunspire,1323.0,10816.0,sqft,5,Enchanting,9,1689,False
1156,185000.0,Meadowlands,Windwhisper,1635.0,28698.0,sqft,5,Common,5,1272,True
1157,137900.0,Meadowlands,Cloudrest,1119.0,2349.0,sqft,5,Common,6,1585,False
1158,185900.0,Meadowlands,Duskwood,1269.0,8390.0,sqft,5,Common,7,1499,False
1159,227875.0,AetherIsles,Wyverncliff,1354.0,10207.0,sqft,6,Gleaming,7,1746,False
1160,425000.0,Meadowlands,Ravenstone,1521.0,12633.0,sqft,5,Enchanting,9,1720,False
1161,378500.0,Meadowlands,Ravenstone,1552.0,13214.0,sqft,5,Enchanting,9,1627,False
1162,179600.0,Meadowlands,Sunspire,1093.0,8500.0,sqft,5,Gleaming,7,1646,False
1163,144000.0,Meadowlands,Sunspire,845.0,9525.0,sqft,6,Common,5,1460,False
1164,147983.0,Meadowlands,Brightforge,1713.0,7018.0,sqft,5,Common,5,1582,False
